index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
349,"Zu Grunde gegangen ist, so urteilt Mommsen, wie der Römerstaat des Prinzipats, so auch der restaurierte Diocletians . . . nicht durch die Barbaren, sondern an innerer Fäulnis.",1,4,0,Metaphernkandidat,"[nan, 'innerer Fäulnis', nan, nan, nan]","[nan, 'Römerstaat', nan, nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']"," »Zu Grunde gegangen ist«, so urteilt Mommsen2), »wie der Römerstaat des Prinzipats, so auch der restaurierte Diocletians . . . nicht durch die Barbaren, sondern an innerer Fäulnis.«"
350,"Überall machen sich starke Bestrebungen geltend, die überkommenen Sitten und Gebräuche gegenüber der nagenden Vernunft aufrecht zu erhalten.",5,0,0,Metapher,"['nagende', 'nagenden', 'nagende', 'nagenden ', 'nagende']","['Vernunft', 'Vernunft', 'Vernunft', 'Vernunft', 'Vernunft']","['B', 'A', 'P', 'K', 'GoldStandard']"," Überall machen sich starke Bestrebungen geltend, die überkommenen Sitten und Gebräuche gegenüber der nagenden Vernunft aufrecht zu erhalten."
351,"Übrigens haben wir bereits im  Kapitel S. gesehen, daß einerseits die Rechenmanöver, die sich auf das Glück einer Gesellschaft beziehen, mit ebenso unüberwindlichen Schwierigkeiten zu kämpfen haben wie der Versuch, einen Regenbogen zu besteigen, und daß andererseits von dem Aussichtspunkt, den die Descendenztheorie gewährt, wahrnehmbar ist, daß Glücksempfindungen irgendwelcher Gruppe oder Summe von Personen nicht das Ziel der inneren Politik sein können, sondern ausschließlich die Anpassung an die Bedingungen, von denen für das Gemeinwesen der Sieg im Daseinskampf abhängt.",1,3,0,Metaphernkandidat,"[nan, nan, 'einen Regenbogen zu besteigen', nan]","[nan, nan, 'der Versuch', nan]","['B', 'K', 'A', 'GoldStandard']"," Übrigens haben wir bereits im 9. Kapitel (S. 235-240) gesehen, daß einerseits die Rechenmanöver, die sich auf das Glück einer Gesellschaft beziehen, seits die Rechenmanöver, die sich auf das Glück einer Gesellschaft beziehen, mit ebenso unüberwindlichen Schwierigkeiten zu kämpfen haben wie der Versuch, einen Regenbogen zu besteigen, und daß andererseits von dem Aus- such, einen Regenbogen zu besteigen, und daß andererseits von dem Aussichtspunkt, den die Descendenztheorie gewährt, wahrnehmbar ist, daß Glücks- sichtspunkt, den die Descendenztheorie gewährt, wahrnehmbar ist, daß Glücksempfindungen irgendwelcher Gruppe oder Summe von Personen nicht das empfindungen irgendwelcher Gruppe oder Summe von Personen nicht das Ziel der inneren Politik sein können, sondern ausschließlich die Anpassung an die Bedingungen, von denen für das Gemeinwesen der Sieg im Daseinskampf abhängt."
352,der Egoismus leitet die Gewalt unvermerkt in die Bahn des Rechts.,2,3,0,Metaphernkandidat,"[nan, 'Egoismus', 'leitet in die Bahn des Rechts', nan, nan]","[nan, 'leitet,in die Bahn des Rechts', 'die Gewalt', nan, nan]","['B', 'A', 'P', 'K', 'GoldStandard']", — der Egoismus leitet die Gewalt unvermerkt in die Bahn des Rechts.
353,"Wir können uns kaum der Annahme entziehen, daß die menschliche Natur . . . durch Ausscheidung und Auslese einer weiteren tiefen Veränderung unterzogen wird, daß in der Fähigkeit seiner Muskeln und noch mehr in der Denkkraft seines Hirns eine ungeheure Hebung eintreten wird ja daß sogar besondere soziale Eigenschaften mit Einschluß einer angeborenen Neigung zur Aufnahme sozialer Gebote, ohne die soziales Leben nun einmal unmöglich ist, der physischen Organisation der höchsten Rassen eingeboren werden können aber ohne Zweifel ist diese besondere Quelle des Fortschritts heute fast ganz verstopft. Dieser Nachsatz dürfte mit den Vordersätzen nur dann vereinbar sein, wenn Balfour die Möglichkeit im Auge hat, daß diese Quelle in der Zukunft nicht wie heute verstopft sein werde.",4,0,0,Metapher,"['diese Quelle ist fast ganz verstopft', 'verstopft; verstopft', 'fast ganz verstopft', nan]","['des Fortschritts', 'Quelle des Fortschritts; diese Quelle', 'Quelle des Fortschritts', nan]","['B', 'K', 'A', 'GoldStandard']"," „Wir können uns kaum der Annahme entziehen, daß die menschliche Natur . . . durch Ausscheidung und Auslese einer weiteren tiefen Veränderung unterzogen wird, daß in der Fähigkeit seiner Muskeln und noch mehr in der Denkkraft seines Hirns eine ungeheure Hebung eintreten wird; ja daß sogar besondere soziale Eigenschaften mit Einschluß geheure Hebung eintreten wird; ja daß sogar besondere soziale Eigenschaften mit Einschluß einer angeborenen Neigung zur Aufnahme sozialer Gebote, ohne die soziales Leben nun einmal unmöglich ist, der physischen Organisation der höchsten Rassen eingeboren werden können - aber ohne Zweifel ist diese besondere Quelle des Fortschritts heute fast ganz verstopft.“ Dieser Nachsatz dürfte mit den Vordersätzen nur dann vereinbar sein, wenn Balfour die Möglichkeit im Auge hat, daß diese Quelle in der Zukunft nicht wie heute verstopft sein werde."
354,"Die Natur selbst führt hier seine Experimente aus, die der Physiologie bei seinen künstlichen Versuchen nur teilweise oder gar nicht anzustellen imstande ist.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","10	Die Natur selbst führt hier seine Experimente aus, die der Physiologie bei seinen künstlichen Versuchen nur teilweise oder gar nicht anzustellen imstande ist."
355,"In ähnlicher Weise hat sich die bewußte Psyche, eine innere Spiegelung der eigenen Seelenarbeit, als ein neues Lebenswunder aus der unbewußten Assoziationsarbeit im Phronema unserer älteren WirbeltierAhnen stufenweise und allmählich historische entwickelt.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","12	In ähnlicher Weise hat sich die bewußte Psyche, eine innere Spiegelung der eigenen Seelenarbeit, als ein neues Lebenswunder aus der unbewußten Assoziationsarbeit im Phronema unserer älteren Wirbeltier-Ahnen stufenweise und allmählich historische entwickelt."
356,"Am einfachsten und am schnellsten wird der gordische Knoten dieser Frage gelöst, wenn man ihn mit dem Schwerte des frommen Glaubens durchschneidet und durch die Annahme einer übernatürlichen Schöpfung beantwortet.",5,1,0,Metapher,"[nan, 'der gordische Knoten', 'dem Schwerte', 'durchschneidet', 'Schwerte', ""['der gordische Knoten', 'dem Schwerte', 'durchschneidet', 'Schwerte']""]","[nan, 'dieser Frage', 'des ""frommen Glaubens""', nan, 'des ""frommen Glaubens""', '[\'dieser Frage\', \'des ""frommen Glaubens""\', \'\', \'des ""frommen Glaubens""\']']","['P', 'B', 'B', 'B', 'K', 'GoldStandard']","137	Am einfachsten und am schnellsten wird der gordische Knoten dieser Frage gelöst, wenn man ihn mit dem Schwerte des ""frommen Glaubens"" durchschneidet und durch die Annahme einer übernatürlichen Schöpfung beantwortet."
357,"Dann würden den Kulturkindern frühzeitig unerschöpfliche Quellen des feinsten und edelsten Lebensgenusses eröffnet werden, von denen der rohe Wilde noch keine Ahnung hat.",1,3,0,Metaphernkandidat,"['unerschöpfliche Quellen', nan, nan, nan]","['des feinsten und edelsten Lebensgenusses', nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","162	Dann würden den Kulturkindern frühzeitig unerschöpfliche Quellen des feinsten und edelsten Lebensgenusses eröffnet werden, von denen der rohe Wilde noch keine Ahnung hat."
358,Das Christentum hat die zehn Gebote des Moses aus der älteren jüdischen Religion übernommen und mit der mystischen Metaphysik des Platonismus zu einem mächtigen Moralgebäude vereinigt.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","165	Das Christentum hat die ""zehn Gebote"" des Moses aus der älteren jüdischen Religion übernommen und mit der mystischen Metaphysik des Platonismus zu einem mächtigen Moralgebäude vereinigt."
359,"Unter diesen byzantischen Unsitten, die sich mit dem Mantel der Gottesfurcht schmücken, blüht der praktische Materialismus, während gleichzeitig der reine Monismus als theoretischer Materialismus verabscheut wird.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","177	Unter diesen byzantischen Unsitten, die sich mit dem Mantel der ""Gottesfurcht"" schmücken, blüht der ""praktische Materialismus"", während gleichzeitig der reine Monismus als ""theoretischer Materialismus"" verabscheut wird."
360,"Die wichtige Theorie von der spezifischen Energie der Sinnesnerven, wie sie Johannes Müller aufstellte, schlägt hier die Verbindungsbrücke zwischen jenen zwei Welten.",1,3,0,Metaphernkandidat,"[nan, 'die Verbindungsbrücke zwischen jenen zwei Welten.', nan, nan]","[nan, 'Die wichtige Theorie von der ""spezifischen Energie"" der Sinnesnerven', nan, nan]","['P', 'B', 'K', 'GoldStandard']","185	Die wichtige Theorie von der ""spezifischen Energie"" der Sinnesnerven, wie sie Johannes Müller aufstellte, schlägt hier die Verbindungsbrücke zwischen jenen zwei Welten."
361,So pflanzt sich das nämliche geistige Band durch alle materiellen Erscheinungen fort.,1,3,0,Metaphernkandidat,"['pflanzt sich', nan, nan, nan]","['geistige Band', nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']",187	So pflanzt sich das nämliche geistige Band durch alle materiellen Erscheinungen fort.
362,"Indem ich meine Leser einlade, mit mir das weite Gebiet der monistischen Philosophie nochmals zu betreten, muß ich als ihr bescheidener Führer an der engen Eingangspforte zu derselben die wissenschaftliche Berechtigung dazu nachweisen, gewissermaßen die Eintrittskarte zur Wahrheitsforschung vorzeigen.",4,1,0,Metapher,"[nan, 'der engen Eingangspforte', 'Eintrittskarte', 'an der engen Eingangspforte', ""['der engen Eingangspforte', 'Eintrittskarte', 'an der engen Eingangspforte']""]","[nan, 'das weite Gebiet der monistischen Philosophie', 'zur Wahrheitsforschung', 'das weite Gebiet der monistischen Philosophie', ""['das weite Gebiet der monistischen Philosophie', 'zur Wahrheitsforschung', 'das weite Gebiet der monistischen Philosophie']""]","['P', 'B', 'B', 'K', 'GoldStandard']","188	Indem ich meine Leser einlade, mit mir das weite Gebiet der monistischen Philosophie nochmals zu betreten, muß ich als ihr bescheidener Führer an der engen Eingangspforte zu derselben die wissenschaftliche Berechtigung dazu nachweisen, gewissermaßen die Eintrittskarte zur Wahrheitsforschung vorzeigen."
363,"Erst das rasche Emporblühen der Naturwissenschaft im  Jahrhundert, insbesondere die erstaunlichen Fortschritte der Biologie um dessen Mitte, gestalteten die empirische Heilkunde allmählich zu der bewunderungswürdigen monistischen Wissenschaft, die heute so segensreich viele Leiden der Kulturmenschheit bekämpft.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","194	Erst das rasche Emporblühen der Naturwissenschaft im 19. Jahrhundert, insbesondere die erstaunlichen Fortschritte der Biologie um dessen Mitte, gestalteten die empirische Heilkunde allmählich zu der bewunderungswürdigen monistischen Wissenschaft, die heute so segensreich viele Leiden der Kulturmenschheit bekämpft."
364,"Den konservativen Regierungen hingegen ist letzteres gleichgültig sie betrachten die einzelnen Staatsbürger, entsprechend ihrer vielfachen Arbeitsteilung, nur als Schrauben und Instrumente an dem großen Organismus des Staates.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","200	Den konservativen Regierungen hingegen ist letzteres gleichgültig; sie betrachten die einzelnen Staatsbürger, entsprechend ihrer vielfachen Arbeitsteilung, nur als Schrauben und Instrumente an dem großen Organismus des Staates."
365,Es gab damals noch keine Zellentheorie und keine physiologische Chemie Ontogenie und Paläontologie lagen noch in der Wiege.,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']",22	Es gab damals noch keine Zellentheorie und keine physiologische Chemie; Ontogenie und Paläontologie lagen noch in der Wiege.
366,"Wie ist die kunstreich zusammengesetzte Maschine der Tierund Pflanzenkörper auf natürlichem Wege unbewußt entstanden, ohne daß ein planmäßig arbeitender Künstler, ein Schöpfer, einen Plan dazu entworfen und ausgeführt hat?.",1,3,0,Metaphernkandidat,"[nan, nan, 'kunstreich zusammengesetzte Maschine', nan]","[nan, nan, 'der Tier- und Pflanzenkörper', nan]","['P', 'B', 'K', 'GoldStandard']","22	Wie ist die kunstreich zusammengesetzte Maschine der Tier- und Pflanzenkörper auf natürlichem Wege ""unbewußt"" entstanden, ohne daß ein planmäßig arbeitender Künstler, ein ""Schöpfer"", einen Plan dazu entworfen und ausgeführt hat?."
367,"Dieser höhere Aufschwung des Kulturlebens kam vor allem der Philosophie zugute, die sich nun immer mehr von der Bevormundung der Kirche befreite und vom Wunderglauben ablöste indessen blieb sie doch noch weit davon entfernt, deren Fesseln ganz abzustreifen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","26	Dieser höhere Aufschwung des Kulturlebens kam vor allem der Philosophie zugute, die sich nun immer mehr von der Bevormundung der Kirche befreite und vom Wunderglauben ablöste; indessen blieb sie doch noch weit davon entfernt, deren Fesseln ganz abzustreifen."
368,Durch das Weltsystem von Kopernikus wurde die ganze Weltanschauung des Menschen unendlich erweitert durch die Reformation wurde sie von dem schweren Joche des Papismus befreit.,4,1,0,Metapher,"['des Papismus', 'befreit', nan, 'von dem schweren Joche des Papismus', ""['des Papismus', 'befreit', 'von dem schweren Joche des Papismus']""]","['von dem schweren Joche', nan, nan, 'die ganze Weltanschauung des Menschen', ""['von dem schweren Joche', '', 'die ganze Weltanschauung des Menschen']""]","['P', 'P', 'B', 'K', 'GoldStandard']",26	Durch das Weltsystem von Kopernikus wurde die ganze Weltanschauung des Menschen unendlich erweitert; durch die Reformation wurde sie von dem schweren Joche des Papismus befreit.
369,"Kurz vorher hatte die Entdeckung der Neuen Welt und die Umschiffung der Erde unsere Vorstellung von der Erdkugel sichergestellt Geographie, beschreibende Naturkunde, Medizin und andere Wissenschaften nahmen einen neuen, selbständigen Aufschwung die Buchdruckerkunst und Holzschneidekunst lieferten das mächtigste Hilfsmittel, die so gewonnenen Kenntnisse in alle Welt zu verbreiten.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","26	Kurz vorher hatte die Entdeckung der Neuen Welt und die Umschiffung der Erde unsere Vorstellung von der Erdkugel sichergestellt; Geographie, beschreibende Naturkunde, Medizin und andere Wissenschaften nahmen einen neuen, selbständigen Aufschwung; die Buchdruckerkunst und Holzschneidekunst lieferten das mächtigste Hilfsmittel, die so gewonnenen Kenntnisse in alle Welt zu verbreiten."
370,Die erhabende Weltweisheit blieb die dienstbare Magd des Kirchenglaubens.,4,0,0,Metapher,"['blieb die dienstbare Magd des Kirchenglaubens', 'die dienstbare Magd', 'die dienstbare Magd', ""['die dienstbare Magd', 'blieb die dienstbare Magd des Kirchenglaubens', 'die dienstbare Magd']""]","['Die erhabende Weltweisheit', 'Die erhabende Weltweisheit', 'des Kirchenglaubens', ""['Die erhabende Weltweisheit', 'Die erhabende Weltweisheit', 'des Kirchenglaubens']""]","['P', 'B', 'K', 'GoldStandard']",27	Die erhabende Weltweisheit blieb die dienstbare Magd des Kirchenglaubens.
371,"Aber im praktischen Kulturleben erwies sich viel mächtiger der Einfluß der christlichen Glaubenslehren, mit all dem bunten Beiwerk, das die zahlreichen Wundermärchen der Bibel ihrem Dogmengebäude eingefügt hatten.",1,3,0,Metaphernkandidat,"[nan, nan, 'Dogmengebäude', nan]","[nan, nan, 'christlichen Glaubenslehren', nan]","['P', 'B', 'K', 'GoldStandard']","28	Aber im praktischen Kulturleben erwies sich viel mächtiger der Einfluß der christlichen Glaubenslehren, mit all dem bunten Beiwerk, das die zahlreichen Wundermärchen der Bibel ihrem Dogmengebäude eingefügt hatten."
372,"Gegenüber der vielbeliebten Schwärmerei für die Romantik des christlichen Mittelalters, die Kreuzzüge und die blendende Kirchenpracht, kann auf diese blutigen Schattenseiten desselben nicht genug hingewiesen werden.",1,3,0,Metaphernkandidat,"[nan, nan, 'diese blutigen', nan]","[nan, nan, 'Schattenseiten', nan]","['P', 'B', 'K', 'GoldStandard']","28	Gegenüber der vielbeliebten Schwärmerei für die Romantik des christlichen Mittelalters, die Kreuzzüge und die blendende Kirchenpracht, kann auf diese blutigen Schattenseiten desselben nicht genug hingewiesen werden."
373,"Während das Licht der philosophischen Kritik in jeder Form zurückgewiesen wurde, wucherte üppig der Blumengarten der Glaubensdichtung und ließ das übernatürliche Wunder als selbstverständlich erscheinen.",6,0,0,Metapher,"['der philosophischen Kritik', 'der Glaubensdichtung', 'wucherte üppig der Blumengarten', 'wucherte üppig', 'der Blumengarten', ""['wucherte üppig der Blumengarten', 'der philosophischen Kritik', 'der Glaubensdichtung', 'wucherte üppig', 'der Blumengarten']""]","['das Licht', 'der Blumengarten', 'der Glaubensdichtung', 'der Blumengarten der Glaubensdichtung', 'der Glaubensdichtung', ""['der Glaubensdichtung', 'das Licht', 'der Blumengarten', 'der Blumengarten der Glaubensdichtung', 'der Glaubensdichtung']""]","['P', 'P', 'B', 'K', 'K', 'GoldStandard']","28	Während das Licht der philosophischen Kritik in jeder Form zurückgewiesen wurde, wucherte üppig der Blumengarten der Glaubensdichtung und ließ das übernatürliche Wunder als selbstverständlich erscheinen."
374,"Der Kampf gegen Aberglauben und Unwissenheit ist Kulturkampf unsere moderne Kultur wird aus demselben erst dann siegreich hervorgehen, und wir werden die barbarischen Zustände unseres sozialen und politischen Lebens erst dann überwinden, wenn das Licht der wahren Naturerkenntnis mit dem Wunderglauben zugleich die Gewaltherrschaft der dualistischen Vorurteile zerstört haben wird.",1,3,0,Metaphernkandidat,"['der wahren Naturerkenntnis', nan, nan, nan]","['das Licht', nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","29	Der Kampf gegen Aberglauben und Unwissenheit ist ""Kulturkampf""; unsere moderne Kultur wird aus demselben erst dann siegreich hervorgehen, und wir werden die barbarischen Zustände unseres sozialen und politischen Lebens erst dann überwinden, wenn das Licht der wahren Naturerkenntnis mit dem Wunderglauben zugleich die Gewaltherrschaft der dualistischen Vorurteile zerstört haben wird."
375,"Es mag nützlich sein, wenn Tausende von gedankenlosen Handlangern der beschreibenden Naturwissenschaft jeden Versuch einer Erklärung vermeiden aber die eigentlichen Baumeister der Wissenschaft können sich nicht mit dem Sammeln ihrer toten Bausteine benügen, sondern müssen durch deren denkende Zusammenfügung zur Erkenntnis der Ursachen vordringen.",6,0,0,Metapher,"['der Wissenschaft', 'Baumeister', 'toten Bausteine', 'die eigentlichen Baumeister', 'mit dem Sammeln ihrer toten Bausteine benügen', ""['Baumeister', 'toten Bausteine', 'der Wissenschaft', 'die eigentlichen Baumeister', 'mit dem Sammeln ihrer toten Bausteine benügen']""]","['die eigentlichen Baumeister', 'der Wissenschaft', nan, 'der Wissenschaft', 'die eigentlichen Baumeister der Wissenschaft', ""['der Wissenschaft', '', 'die eigentlichen Baumeister', 'der Wissenschaft', 'die eigentlichen Baumeister der Wissenschaft']""]","['P', 'B', 'B', 'K', 'K', 'GoldStandard']","3	Es mag nützlich sein, wenn Tausende von gedankenlosen Handlangern der beschreibenden Naturwissenschaft jeden Versuch einer Erklärung vermeiden; aber die eigentlichen Baumeister der Wissenschaft können sich nicht mit dem Sammeln ihrer toten Bausteine benügen, sondern müssen durch deren denkende Zusammenfügung zur Erkenntnis der Ursachen vordringen."
376,Allerdings hat auch hier der vordringende Wahrheitssinn vieler unbefangener und ehrlicher Theologen die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes vielfach gelockert und dem eindringenden Lichte der modernen Naturerkenntnis die Pforten geöffnet.,7,1,0,Metapher,"['Schrauben und Fugen', 'der modernen Naturerkenntnis', 'die Pforten geöffnet', nan, 'die Schrauben und Fugen', 'vielfach gelockert', 'die Pforten geöffnet', ""['Schrauben und Fugen', 'der modernen Naturerkenntnis', 'die Pforten geöffnet', 'die Schrauben und Fugen', 'vielfach gelockert', 'die Pforten geöffnet']""]","['des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte', 'dem eindringenden Lichte', nan, 'des alten ehrwürdigen Dogmengebäudes', 'die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte der modernen Naturerkenntnis', ""['des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte', 'dem eindringenden Lichte', 'des alten ehrwürdigen Dogmengebäudes', 'die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes', 'dem eindringenden Lichte der modernen Naturerkenntnis']""]","['P', 'P', 'P', 'B', 'K', 'K', 'K', 'GoldStandard']",30	Allerdings hat auch hier der vordringende Wahrheitssinn vieler unbefangener und ehrlicher Theologen die Schrauben und Fugen des alten ehrwürdigen Dogmengebäudes vielfach gelockert und dem eindringenden Lichte der modernen Naturerkenntnis die Pforten geöffnet.
377,"Die große Mehrzahl der modernen Theologen hält noch immer an dem traditionellen Dogmengebäude der Kirche fest, dessen Säulen und Fenster überall mit Wundern verziert sind.",5,0,0,Metapher,"['Säulen und Fenster', 'mit Wundern verziert sind', 'Säulen und Fenster überall mit Wundern verziert sind', 'dessen Säulen und Fenster überall mit Wundern verziert sind', ""['Säulen und Fenster überall mit Wundern verziert sind', 'Säulen und Fenster', 'mit Wundern verziert sind', 'dessen Säulen und Fenster überall mit Wundern verziert sind']""]","['dem traditionellen Dogmengebäude', 'dem traditionellen Dogmengebäude', 'dem traditionellen Dogmengebäude der Kirche', 'traditionellen Dogmengebäude der Kirche', ""['dem traditionellen Dogmengebäude der Kirche', 'dem traditionellen Dogmengebäude', 'dem traditionellen Dogmengebäude', 'traditionellen Dogmengebäude der Kirche']""]","['P', 'P', 'B', 'K', 'GoldStandard']","30	Die große Mehrzahl der modernen Theologen hält noch immer an dem traditionellen Dogmengebäude der Kirche fest, dessen Säulen und Fenster überall mit Wundern verziert sind."
378,"Besonders gefährlich wird dieser spiritistische Schwindel dann, wenn er sich in das Gewand der Naturwissenschaft kleidet, die physiologischen Phänomene des Hypnotismus für sich ausnützt, ja sogar den Mantel des Monismus umhängt.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","31-32	Besonders gefährlich wird dieser spiritistische Schwindel dann, wenn er sich in das Gewand der Naturwissenschaft kleidet, die physiologischen Phänomene des Hypnotismus für sich ausnützt, ja sogar den Mantel des Monismus umhängt."
379,"Das ungeheure Gebäude der Naturerkenntnis droht mehr und mehr zu einem babylonischen Turm zu werden, in dessen verwickelten Labyrinthgängen sich kaum jemand zurechtfindet und fast niemand mehr die Sprache vieler anderen Arbeiter versteht.",4,0,0,Metapher,"['einem babylonischen Turm', 'einem babylonischen Turm zu werden, in dessen verwickelten Labyrinthgängen sich kaum jemand zurechtfindet', 'zu einem babylonischen Turm', ""['einem babylonischen Turm zu werden, in dessen verwickelten Labyrinthgängen sich kaum jemand zurechtfindet', 'einem babylonischen Turm', 'zu einem babylonischen Turm']""]","['in dessen verwickelten Labyrinthgängen', 'Das ungeheure Gebäude der Naturerkenntnis', 'Das ungeheure Gebäude der Naturerkenntnis', ""['Das ungeheure Gebäude der Naturerkenntnis', 'in dessen verwickelten Labyrinthgängen', 'Das ungeheure Gebäude der Naturerkenntnis']""]","['P', 'B', 'K', 'GoldStandard']","32	Das ungeheure Gebäude der Naturerkenntnis droht mehr und mehr zu einem babylonischen Turm zu werden, in dessen verwickelten Labyrinthgängen sich kaum jemand zurechtfindet und fast niemand mehr die Sprache vieler anderen Arbeiter versteht."
380,"Die wirklichen Verdienste der älteren Naturphilosophie wurden teils ignoriert, teils übersehen, weil ihr hoher Gedankenflug weit über den Horizont der damaligen empirischen Naturforschung sich erhob und teilweise in phantastischen und luftigen Spekulationen sich verirrte.",5,1,0,Metapher,"['Gedankenflug', nan, 'ihr hoher Gedankenflug', 'Horizont', 'in phantastischen und luftigen Spekulationen sich verirrte', ""['Gedankenflug', 'ihr hoher Gedankenflug', 'Horizont', 'in phantastischen und luftigen Spekulationen sich verirrte']""]","['Verdienste der älteren Naturphilosophie', nan, 'weit über den Horizont der damaligen empirischen Naturforschung', 'der damaligen empirischen Naturforschung', 'ihr hoher Gedankenflug', ""['Verdienste der älteren Naturphilosophie', 'weit über den Horizont der damaligen empirischen Naturforschung', 'der damaligen empirischen Naturforschung', 'ihr hoher Gedankenflug']""]","['P', 'B', 'K', 'K', 'K', 'GoldStandard']","33	Die wirklichen Verdienste der älteren Naturphilosophie wurden teils ignoriert, teils übersehen, weil ihr hoher Gedankenflug weit über den Horizont der damaligen empirischen Naturforschung sich erhob und teilweise in phantastischen und luftigen Spekulationen sich verirrte."
381,"Das Paradoxeste dabei war, daß man gleichzeitig die rein spekulative Philosophie, die idealistische Metaphysik, gelten ließ und ihre Luftschlösser, denen alle biologischen Fundamente fehlten, bewunderte.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","34	Das Paradoxeste dabei war, daß man gleichzeitig die rein spekulative Philosophie, die idealistische Metaphysik, gelten ließ und ihre Luftschlösser, denen alle biologischen Fundamente fehlten, bewunderte."
382,"Tatsächlich ist also unser eigener menschlicher Körper, ebenso wie der höheren Tiere und Pflanzen, säglich ein anderer Zellenstaat jeden Tag, ja jede Stunde, gehen Tausende von seinen Staatsbürgern, die Gewebzellen, zugrunde, um durch andere, aus ihresgleichen durch Teilung entstandene ersetzt zu werden. Indessen ist diese ununterbrochene Wanderung unserer Person niemals vollständig und allgemein immer bleibt ein solider Grunstock von konservativen Zellen übrig, deren Nachkommen die weitere Regeneration besorgen.",3,1,0,Metapher,"['Staatsbürgern', nan, 'Staatsbürgern', ""['Staatsbürgern', 'Staatsbürgern']""]","['die Gewebzellen', nan, 'die Gewebzellen', ""['die Gewebzellen', 'die Gewebzellen']""]","['P', 'B', 'K', 'GoldStandard']","46	Tatsächlich ist also unser eigener menschlicher Körper, ebenso wie der höheren Tiere und Pflanzen, säglich ein anderer „Zellenstaat“: jeden Tag, ja jede Stunde, gehen Tausende von seinen Staatsbürgern, die Gewebzellen, zugrunde, um durch andere, aus ihresgleichen durch Teilung entstandene ersetzt zu werden. Indessen ist diese ununterbrochene „Wanderung“ unserer Person niemals vollständig und allgemein; immer bleibt ein solider Grunstock von konservativen Zellen übrig, deren Nachkommen die weitere Regeneration besorgen."
383,"Und dann sollen wir noch an eine liebende Forschung glauben, die für jeden einzelnen dieser armen Verunglückten das Todeslos gezogen hat?.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","47	Und dann sollen wir noch an eine „liebende Forschung“ glauben, die für jeden einzelnen dieser armen Verunglückten das Todeslos gezogen hat?."
384,"Dagegen nimmt der dualistische Idealismus meistens beide Richtungen in sich vereinigt auf und verteilt sie auf seine beiden Welten in der Weise, dass Diesseits die Erde mit ihren organischen Bewohnern als ein schlimmes Jammertal pessimistisch beurteilt wird, dagegen das Jenseits der Himmel mit Paradies und Engeln optimistisch als ein herrlicher Freudenberg, in dem lauter Lust und Glück herrscht.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'B', 'K', 'GoldStandard']","48	Dagegen nimmt der dualistische Idealismus meistens beide Richtungen in sich vereinigt auf und verteilt sie auf seine beiden Welten in der Weise, dass „Diesseits“ (die Erde mit ihren organischen Bewohnern) als ein schlimmes Jammertal pessimistisch beurteilt wird, dagegen das „Jenseits“ (der Himmel mit Paradies und Engeln) optimistisch als ein herrlicher Freudenberg, in dem lauter Lust und Glück herrscht."
